,date,dn1,dn,day,month,year,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,sum_rawpar,sum_modpar,tilt,old_tilt,noon_rawpar,noon_modpar,abs_tilt,cloudless,tilted,tilt_rolling_avg,consec_clouds
19,2017-10-08 05:50:00+10:00,19,281,19,10,2017,0.33090091534376614,0.2982564490053295,0.2656758934329777,0.23318603883974046,0.20083091009190482,0.16868804808620053,0.1369070416966843,0.10581444110025247,0.07625700757829237,0.050978856837403316,0.03934251980131625,0.05159555469612911,0.0770820734328114,0.10670739526957439,0.13782803686459744,0.16962294852671395,0.20177363298523293,0.23413357437462592,0.2666265922803524,54.26563835999998,56.012950204366234,-2,-2,2111.84,2116.75736288127,2,1,0,-0.6,0
20,2017-10-09 05:50:00+10:00,20,282,19,10,2017,0.37875098636973464,0.34832383503293557,0.31837779689733675,0.2890624364933934,0.2605906866235586,0.23327165032966096,0.20756098590355257,0.18413366346252705,0.16397131547972912,0.14841065227711867,0.13900573458541937,0.13702995991785724,0.1427920470883877,0.15543381433086034,0.17345753282095788,0.1953793844712698,0.22003734953311022,0.24661206302994435,0.274547495350731,54.091322399999996,56.21830591552504,-4,-4,2131.03,2121.817683152032,4,0,0,-1.2,0
21,2017-10-10 05:50:00+10:00,21,283,19,10,2017,0.3583969310254199,0.32717467221186564,0.2964104677761313,0.2662631367264522,0.2369682338487058,0.2088847122916408,0.18257243906671497,0.15891369131134755,0.13926744187874038,0.125531959080226,0.11975858397380901,0.12307297600255437,0.13480648986847754,0.1530346865943001,0.17574821248932387,0.20143546457163528,0.2290983454392669,0.25810240347708885,0.28804277942713885,53.419312013999985,56.416491217333665,-1,-1,1814.54,2126.7593370177096,1,0,0,-1.4,0
22,2017-10-11 05:50:00+10:00,22,284,19,10,2017,0.5730909298317535,0.544058759632241,0.515538975879961,0.48762149154009093,0.4604158815829928,0.43405602248735536,0.40870558956647524,0.38456425844045133,0.3618740947324995,0.3409249677696183,0.32205680943057563,0.30565523878076495,0.29213600108389304,0.28191407007470876,0.275356903535257,0.27272896323016266,0.27414326927048843,0.2795384739703306,0.28869147270857937,43.51139532,56.61605411049562,4,4,69.098,2131.5817187199714,4,0,0,-0.4,0
23,2017-10-12 05:50:00+10:00,23,285,19,10,2017,0.3423659519910233,0.30942216079793755,0.27654351832357377,0.24375638839724342,0.21110341462403162,0.1786581704573143,0.1465586827866391,0.11509460696716256,0.08497473171165376,0.05832029603646068,0.04228976535598488,0.04880785799150673,0.07199031305213843,0.10094364154686351,0.13192136971662108,0.1637787905403143,0.19608761332006125,0.22865657083941096,0.26138844293941194,55.83772805999999,56.81242407326687,1,1,2074.55,2136.28434592347,1,1,0,-0.4,0
24,2017-10-13 05:50:00+10:00,24,286,19,10,2017,0.5668065525831318,0.5388614609605408,0.5115400036737136,0.48494759696393763,0.45921091389067964,0.4344820482645389,0.4109429793591874,0.3888098629120441,0.368336234849872,0.34981359250563454,0.3335671031331427,0.3199436986036696,0.3092901929456791,0.3019211351018268,0.29808021635559145,0.29790393440946267,0.30139871944535396,0.3084398113450685,0.31879231727644286,37.356648408,57.005561480367895,1,1,2032.93,2140.8668597309047,1,0,0,0.2,0
25,2017-10-14 05:40:00+10:00,25,287,19,10,2017,0.5575416801565111,0.5287708234841993,0.5006037645719951,0.4731483500111044,0.44653586620997177,0.4209262229709989,0.39651377937778454,0.3735333398337554,0.35226527131885604,0.3330377958526882,0.31622335814194436,0.3022249785868171,0.2914487087089558,0.28426123304720174,0.2809381321536743,0.2816162393427574,0.28626712194068193,0.2947027496070019,0.3066108980886611,39.18971382,57.1924405662112,3,3,2114.31,2145.329024516176,3,0,0,1.6,0
26,2017-10-15 05:40:00+10:00,26,288,19,10,2017,0.626253433527144,0.5952752531282831,0.5645923461653234,0.5342555887298749,0.5043274503820552,0.47488519318646016,0.44602504703854573,0.41786764033943863,0.39056499264409517,0.36430933078145555,0.33934376359217205,0.3159742357574207,0.2945808408827538,0.2756241142335205,0.259638323939193,0.2472005108166487,0.23886555259641123,0.2350702836716796,0.23603379142168837,31.138608647999995,57.38047270476707,4,-13,88.4198,2149.6707275737926,4,0,0,2.6,0
27,2017-10-16 05:40:00+10:00,27,289,19,10,2017,0.611569734956759,0.5784587490843437,0.5453962933421763,0.5123917621435428,0.47945711774439514,0.4466078216074802,0.4138641970601143,0.38125347161365714,0.3488129217055131,0.31659486382761387,0.2846748495693508,0.2531656392061487,0.22224203133971177,0.19218691119679102,0.16347998623300417,0.13697157254022263,0.11420300430180413,0.09782151818997975,0.09133116320536712,11.650637160599997,57.5651892891418,-3,-3,174.031,2153.891978583124,3,0,0,1.2,0
28,2017-10-17 05:40:00+10:00,28,290,19,10,2017,0.566559259541057,0.5334404751880407,0.5003665870752823,0.46734712714349796,0.43439450725416295,0.40152518415571964,0.368761432345322,0.3361341240559396,0.30368723980392326,0.2714854780278103,0.2396276796107728,0.20827174505124077,0.17768356601871288,0.14833884985045206,0.12114459959971394,0.09790938946182053,0.0820677645168264,0.07824718714550373,0.08802704990495298,15.206286187799998,57.74655960442622,3,3,559.765,2157.992908886599,3,1,0,1.6,0
29,2017-10-18 05:40:00+10:00,29,291,19,10,2017,0.5901715956744276,0.5569287815047669,0.5237065295156146,0.4905090177638066,0.4573416338136732,0.4242114444384144,0.3911279013661802,0.35810393312992134,0.3251576920211891,0.29231546058905983,0.2596167143688215,0.22712343410874788,0.19493839109949496,0.1632440026126198,0.13239312110128218,0.10314542501880028,0.07734161202806376,0.05963369233336591,0.05798565023298412,11.702202165,57.9245561272952,-6,-10,343.955,2161.9737705813345,6,0,0,0.2,0
30,2017-10-19 05:40:00+10:00,30,292,19,10,2017,0.477624518571258,0.44695049042688256,0.41668828206815217,0.386934531026448,0.3578161001912555,0.32950146460853874,0.30221663119348297,0.27626688641307606,0.2520649048449336,0.23016268887086688,0.21127667597186786,0.1962794631102499,0.1861135267401228,0.181592085180266,0.18313369250976103,0.19059128162661207,0.2033148968953371,0.22039437682191593,0.2409050409135349,38.45621292,58.0991545349548,0,0,2249.72,2165.8349354241886,0,0,0,-0.4,0
31,2017-10-20 05:40:00+10:00,31,293,19,10,2017,0.44471428693690457,0.4156225943553671,0.3872098563177402,0.359637029070362,0.3331127444057646,0.3079080970850824,0.2843741900623283,0.2629599810896828,0.24422369109855002,0.22882407847721356,0.21747113474234794,0.21081963371407167,0.20931824915801936,0.21307587582796522,0.22182541839735737,0.23500998189971273,0.25193422732109344,0.2719007284971519,0.2942909196300828,49.03078716,58.270333707967296,-4,-4,1947.06,2169.576893550557,4,0,0,-2.0,0
32,2017-10-21 05:40:00+10:00,32,294,19,10,2017,0.49126814604093116,0.4614417362242575,0.4321154493055076,0.40339837395684186,0.3754303339865164,0.34839176831135127,0.3225165325385246,0.29810770583451207,0.27555524995695274,0.25535149943448787,0.2380951106842047,0.22446687101593854,0.21515731830297602,0.2107395739737798,0.21152036649375427,0.21744370266423885,0.22810932291051936,0.24289331722535537,0.2610970411369277,33.11515600799999,58.438075726910185,-6,-6,493.959,2173.2002520077053,6,0,0,-2.6,0
33,2017-10-22 05:40:00+10:00,33,295,19,10,2017,0.6756048899144114,0.6434427882492546,0.6113916419429519,0.5794698624945346,0.5477000701617477,0.5161103329569601,0.48473585418113796,0.45362130074160223,0.4228240582775549,0.39241884211147626,0.3625043098280827,0.33321264270397943,0.30472351318140434,0.2772843979157097,0.2512395645262706,0.22706929306543192,0.20543629800289015,0.1872221804035034,0.17350700489307075,16.305963375599994,58.60236586284343,5,10,18.9737,2176.705733103753,5,0,0,-2.2,0
34,2017-10-23 05:40:00+10:00,34,296,19,10,2017,0.6811064961473823,0.6506214767424462,0.620409808070699,0.5905134468829346,0.5609828063285451,0.5318788058292776,0.5032754675443157,0.4752631959461658,0.44795288999784383,0.4214810256005838,0.3960157765451552,0.3717640550825851,0.3489789493331586,0.3279662765458455,0.3090877336169448,0.292756473269193,0.2794194969164013,0.2695216780158074,0.26345092831747846,27.565257305999996,58.76319256157928,-6,-6,198.033,2180.0941725737994,6,0,0,-2.2,0
35,2017-10-24 05:40:00+10:00,35,297,19,10,2017,0.5496162728926817,0.5200520463684333,0.4909392599472231,0.46236319652956676,0.43442978324987125,0.40727127343577896,0.3810533903266728,0.35598402339835694,0.33232319520655174,0.3103931857365453,0.2905861248460613,0.2733638686373889,0.25924207976663083,0.2487493712334493,0.2423575581208976,0.24039397827231812,0.2429660184528671,0.24993369116240768,0.2609451213479038,47.14949969999999,58.920547421766685,4,4,34.6848,2183.3665175650117,4,0,0,-1.4,0
36,2017-10-25 05:40:00+10:00,36,298,19,10,2017,0.35757768167105775,0.3261324394264332,0.295038131414801,0.26441859098170833,0.2344599003033994,0.20545135621193003,0.17785847186422177,0.15245187300897403,0.13051464469371213,0.11406635218424797,0.10570124997950237,0.10732631140289413,0.11853135162051495,0.13698535264813783,0.1602025395828562,0.18641159261958987,0.2145186970001931,0.24386845262940995,0.27406191697968224,58.96066185,59.07442516681998,2,2,1862.44,2186.523824442833,2,0,0,-0.2,0
37,2017-10-26 05:40:00+10:00,37,299,19,10,2017,0.33009285404796235,0.297181140656024,0.2642915118490002,0.23143338332006766,0.19862238897023937,0.16588649942429085,0.13328106687738486,0.10093259974077325,0.06920239445725027,0.039605402567466565,0.022939904798708593,0.04076671874881583,0.0705382611682823,0.10231032218438689,0.13467439462655778,0.16728723177910224,0.20002719332712954,0.2328406601735856,0.2657004004429461,62.79157067999999,59.22482361073982,0,0,2228.69,2189.567256420715,0,1,0,1.0,0
38,2017-10-27 05:40:00+10:00,38,300,19,10,2017,0.33514015270605507,0.3022792745254675,0.2694404610280635,0.23663289849459926,0.20387167444366247,0.17118339583773162,0.13861967667030453,0.10629505580876977,0.07452132176878414,0.0444947220073492,0.024035339698522132,0.036703939868941556,0.06548454190837602,0.09695790651393146,0.12917047039376361,0.1616810118334725,0.19434004510859892,0.2270835111973049,0.2598794977718484,62.20005437999999,59.37174361788876,2,2,2171.02,2192.498081016136,2,1,0,0.4,0
39,2017-10-28 05:40:00+10:00,39,301,19,10,2017,0.35476803105606475,0.32270544011437013,0.29083053113728635,0.2592125501320432,0.2279584304045196,0.1972412162333259,0.1673568053951954,0.1388439944151105,0.11274821861286959,0.09116917438357042,0.07795272578532805,0.07750218125393299,0.09000944552127108,0.11118436944620451,0.13706706124167023,0.16546282388464092,0.1952784279957873,0.22595250460064903,0.2571780623853461,58.93098318,59.51518905680251,5,9,2166.09,2195.3176673358616,5,1,0,2.6,0
40,2017-10-29 05:30:00+10:00,40,302,19,10,2017,0.3598672286933345,0.32718856896774406,0.29466406750846486,0.26235106506328393,0.23033858912648383,0.19877189334373252,0.16790259428567092,0.13819881473441956,0.11060361324057923,0.08714368463335835,0.07198263625915745,0.07067951411753978,0.08388267491382372,0.10631852250308184,0.13340752956828114,0.162843867878157,0.1935595446038735,0.2250312977137459,0.25698149395615927,58.79644271999998,59.65152875664836,2,2,2200.74,2198.0274831937068,2,1,0,2.2,1
41,2017-10-30 05:30:00+10:00,41,303,19,10,2017,0.578068841783087,0.5492712284368587,0.5210130089687933,0.49338687175377893,0.46650512483929707,0.44050406849626306,0.41554905101597417,0.3918399798602448,0.36961669660820456,0.3491630157739077,0.3308073417189871,0.31491675037082323,0.30188076879976994,0.29208186190902885,0.28585311983505424,0.283430017395312,0.28490966986057864,0.29023239270885154,0.2991931485730083,44.14477986,59.78904776428316,-2,-2,1991.46,2200.629092064269,2,0,0,1.4,0
42,2017-10-31 05:30:00+10:00,42,304,19,10,2017,0.32832297758643036,0.2952172859399338,0.26215399192709377,0.22915144840897228,0.19624030776473556,0.16347578332681406,0.13096795919644566,0.09897010759263294,0.06820380720137202,0.041504670769391586,0.031744563843882447,0.05006993339969763,0.07887002210416244,0.11021870894644457,0.14244314120371027,0.1750603736120436,0.2078855973881922,0.24083378096262137,0.2738605480223599,59.48668488,59.92310627138194,1,1,2163.55,2203.124149876376,1,1,0,1.6,0
43,2017-11-01 05:30:00+10:00,43,305,19,11,2017,0.34417375462229516,0.3133833816192085,0.28314449751869036,0.2536544128748234,0.22520747758982082,0.198253239190704,0.1734888406572074,0.15198848940395407,0.1353170945806493,0.12541540318453503,0.12391699932563377,0.13111031303271808,0.1457137527515646,0.16578049762891112,0.18958359935124475,0.2158907153807123,0.24389291282847217,0.27306921643432513,0.3030807369264738,54.50333758919998,60.05371681787255,1,1,2180.94,2205.514401650139,1,0,0,1.4,0
44,2017-11-02 05:30:00+10:00,44,306,19,11,2017,0.39915018879681474,0.3695137988618425,0.3405320446977392,0.31238718118173703,0.2853269704238547,0.2596907020279597,0.2359429866985442,0.2147113802494403,0.19681187014239163,0.18322363175422263,0.17495410204223233,0.17276871242657393,0.176893102606077,0.18691004009845874,0.20194456668488592,0.22097489568143416,0.24306429728207843,0.26745588849187074,0.29357640155274206,51.255506141999994,60.18089473938582,-1,-1,2189.51,2207.801677981841,1,0,0,0.2,0
45,2017-11-03 05:30:00+10:00,45,307,19,11,2017,0.33794551639777276,0.30601722422595934,0.2743756426885185,0.24313273614774053,0.21246445298169014,0.182660456812917,0.15422264260986762,0.12806438541691104,0.10588877390462156,0.09066675451349142,0.08616594813015231,0.09394021060493328,0.111449710757826,0.1349570123990586,0.1618698077824552,0.19075208113032746,0.2208324263955496,0.2516816380829427,0.28304843341141034,57.73719897,60.304658091744365,-2,-2,2164.27,2209.9878913809744,2,1,0,-0.6,0
46,2017-11-04 05:30:00+10:00,46,308,19,11,2017,0.555109251085304,0.5273380525850269,0.5002147036152274,0.4738504665678729,0.4483792664311448,0.42396209194819745,0.40079163064848544,0.37909654961720735,0.35914432142314495,0.3412407950909893,0.32572396872688,0.3129490602591229,0.3032627767728287,0.2969675002081618,0.2942809330025008,0.2953015845246684,0.2999916183191742,0.30818355446998474,0.3196082326454853,44.187108228,60.42502756996825,0,0,2195.73,2212.0750324640794,0,0,0,-0.2,0
47,2017-11-05 05:30:00+10:00,47,309,19,11,2017,0.5170384360108168,0.4884938236816112,0.46055190315880207,0.43332927837483115,0.40697031802829686,0.3816540112206317,0.3576018695016664,0.33508622491370704,0.31443731879071846,0.29604601844175543,0.28035697046387176,0.2678454498506334,0.2589724066174617,0.25411925947935443,0.2535169756702198,0.2571954201247721,0.26497637551088404,0.2765137307443446,0.29136158852355704,47.92284647999998,60.54202642198552,-1,-1,2113.03,2214.065166010171,1,0,0,-0.6,0
48,2017-11-06 05:30:00+10:00,48,310,19,11,2017,0.3689473381375774,0.33682695148514713,0.3050033135953866,0.27358000016625494,0.2427125476920892,0.21264316178239892,0.18376402484670548,0.15673445228257873,0.13268959780703832,0.11354179551813282,0.10208485892718683,0.10097161306179102,0.11051508492432481,0.12835992550938807,0.15160252665155308,0.17814250146135344,0.20671367805758775,0.23658129193724944,0.2673111292533744,57.978902255999984,60.65220709635778,5,5,1883.08,2215.960426882786,5,0,0,0.2,0
49,2017-11-07 05:30:00+10:00,49,311,19,11,2017,0.6034405481765704,0.574796903884086,0.5467002937207942,0.5192395270996365,0.4925209708829523,0.46667212464952074,0.4418456540454933,0.4182236686050442,0.3960217631300256,0.3754919195832934,0.35692278069725236,0.34063515085432905,0.3269701599886819,0.31626794013474885,0.30883665472173155,0.3049155515071725,0.3046402020592758,0.3080203837071334,0.31493841581497034,35.478718320000006,60.76352257038895,2,2,21.3533,2217.7630158239676,2,0,0,0.8,0
50,2017-11-08 05:30:00+10:00,50,312,19,11,2017,0.4751527492028369,0.4463391082752998,0.4182107827541496,0.39091573616645303,0.36464114069610165,0.33962391689723676,0.3161626845533183,0.2946293875603276,0.2754765029167809,0.2592321855773652,0.2464721954989013,0.23775818598683943,0.23354348971514757,0.23407127740878156,0.23931017312705516,0.24896294855117748,0.2625432064925014,0.2794790073230993,0.2992010871105227,47.506160376000004,60.87158557000657,-1,-1,2129.54,2219.4751951256253,1,0,0,1.0,0
51,2017-11-09 05:30:00+10:00,51,313,19,11,2017,0.48318677094194046,0.4529878922784608,0.42326626030388015,0.39412985841667486,0.36571858730809786,0.3382152369910023,0.3118601122078542,0.28696974450780954,0.26395882361199074,0.24336106608400013,0.22583772499656157,0.212151995514703,0.20308122018858626,0.19925665963491918,0.20097803971482428,0.20810778483643377,0.22012098808293554,0.23627393064588134,0.2557835272926467,36.84280958699999,60.97642871993554,3,3,1818.31,2221.0992841840784,3,0,0,1.6,0
52,2017-11-10 05:30:00+10:00,52,314,19,11,2017,0.3986120139165732,0.3671233147828505,0.33599084448008604,0.305323591604885,0.2752770827826821,0.24607880387987985,0.21806974075128566,0.1917716732014541,0.16799007754153064,0.14794352422835358,0.1333275487983379,0.12604567773157757,0.12736215756583283,0.13702939167787015,0.15347741816359192,0.17480248936296283,0.199446312043084,0.22632737613125267,0.25473841422938076,55.39463771999999,61.078086625033336,4,4,1535.59,2222.6376549437414,4,0,0,2.6,0
53,2017-11-11 05:30:00+10:00,53,315,19,11,2017,0.40979794207215536,0.37851153728691084,0.34759837972468227,0.317167625255708,0.28737256415437973,0.25843315952520085,0.2306716810770011,0.20456825304723725,0.18084229332184512,0.16055129756002295,0.14514311019716633,0.13628405967831853,0.1352670935678637,0.14226049162500418,0.15619195737193245,0.1754161532275754,0.19840046691941493,0.22399036347512924,0.2513914075317534,56.592505739999986,61.17659575449588,0,8,2210.44,2224.092727236231,0,0,0,1.6,0
54,2017-11-12 05:30:00+10:00,54,316,19,11,2017,0.661465793313137,0.6307690873350562,0.6003449706648514,0.570237075713796,0.5404982494750753,0.5111929081115844,0.4824000594656845,0.4542171748099933,0.42676511439339454,0.40019430316410204,0.37469226594333943,0.3504923743556572,0.3278830755866137,0.3072157458233008,0.28890744912230254,0.2734324601906359,0.26129466673548946,0.2529748839190884,0.24885633882684396,22.384513265999995,61.27199432257286,2,2,100.594,2225.466964021445,2,0,0,1.6,0
